X1,Y1,X2,Y2
12083.33,86250,12083.33,86250
12750,87383.34,12750,87383.34
12066.67,85083.34,12066.67,85083.34
13450,86566.66,13450,86566.66
13450,86566.66,13450,86566.66
11800,86166.66,11800,86166.66
12801.11,86370.55,12801.11,86370.55
11866.67,86133.34,11866.67,86133.34
13166.67,85850,13166.67,85850
11783.33,85933.34,11783.33,85933.34
13450,86600,13450,86600
12383.33,85616.66,12383.33,85616.66
13566.67,86233.34,13566.67,86233.34
12266.67,85083.34,12266.67,85083.34
13016.67,86316.66,13016.67,86316.66
12416.67,85800,12416.67,85800
13300,86183.34,13300,86183.34
12033.33,86250,12033.33,86250
12950,87000,12950,87000
12683.33,87250,12683.33,87250
11850,86450,11850,86450
13266.67,86883.34,13266.67,86883.34
13266.67,86883.34,13266.67,86883.34
12133.33,85116.66,12133.33,85116.66
13266.67,86883.34,13266.67,86883.34
12133.33,85116.66,12133.33,85116.66
12516.67,86916.66,12516.67,86916.66
11683.33,85866.66,11683.33,85866.66
11866.67,86233.34,11866.67,86233.34
11400,84900,11400,84900
11866.67,86316.66,11866.67,86316.66
11600,86016.66,11600,86016.66
11483.33,85650,11483.33,85650
11483.33,85650,11483.33,85650
13550,86166.66,13550,86166.66
13550,86166.66,13550,86166.66
13766.67,86016.66,13766.67,86016.66
13550,86166.66,13550,86166.66
13516.67,86533.34,13516.67,86533.34
12766.67,86916.66,12766.67,86916.66
11950,86183.34,11950,86183.34
11900,86083.34,11900,86083.34
11483.33,85516.66,11483.33,85516.66
11483.33,85650,11483.33,85650
12583.33,87200,12583.33,87200
13233.33,86300,13233.33,86300
12766.67,87283.34,12766.67,87283.34
12600,85766.66,12600,85766.66
12583.33,87200,12583.33,87200
12416.67,85616.66,12416.67,85616.66
12350,86216.66,12350,86216.66
11850,86150,11850,86150
11483.33,85650,11483.33,85650
14633.33,84650,14633.33,84650
12783.33,85700,12783.33,85700
13150,86066.66,13150,86066.66
13200,86766.66,13200,86766.66
12504.72,86300.28,12504.72,86300.28
12504.72,86300.28,12504.72,86300.28
13200,86766.66,13200,86766.66
13200,86766.66,13200,86766.66
13200,86766.66,13200,86766.66
13583.33,86283.34,13583.33,86283.34
13200,86766.66,13200,86766.66
13083.33,84283.34,13083.33,84283.34
12950,85866.66,12950,85866.66
12504.72,86300.28,12504.72,86300.28
11516.67,85866.66,11516.67,85866.66
12483.33,85750,12483.33,85750
12199.44,86763.05,12199.44,86763.05
12150,86150,12150,86150
11916.67,86516.66,11916.67,86516.66
14666.67,84700,14666.67,84700
11800,86033.34,11800,86033.34
13466.67,86533.34,13466.67,86533.34
13450,86283.34,13450,86283.34
11850,85333.34,11850,85333.34
12866.67,85866.66,12866.67,85866.66
12683.33,85616.66,12683.33,85616.66
12250,86866.66,12250,86866.66
11466.67,86133.34,11466.67,86133.34
14883.33,83616.66,14883.33,83616.66
14916.67,83566.66,14916.67,83566.66
12516.67,85650,12516.67,85650
14916.67,83566.66,14916.67,83566.66
12516.67,85650,12516.67,85650
14766.67,83850,14766.67,83850
13350,86616.66,13350,86616.66
13733.33,86116.66,13733.33,86116.66
13733.33,86116.66,13733.33,86116.66
13700,86150,13700,86150
11183.33,85466.66,11183.33,85466.66
13200,84083.34,13200,84083.34
13166.67,85950,13166.67,85950
11433.33,85833.34,11433.33,85833.34
13883.33,83466.66,13883.33,83466.66
14866.67,83683.34,14866.67,83683.34
12333.33,83683.34,12333.33,83683.34
12333.33,83683.34,12333.33,83683.34
14883.33,83700,14883.33,83700
12506.11,86903.34,12506.11,86903.34
13283.33,86216.66,13283.33,86216.66
13283.33,86216.66,13283.33,86216.66
12912.78,86025.84,12912.78,86025.84
12900,87633.34,12900,87633.34
13816.67,86183.34,13816.67,86183.34
11966.67,85183.34,11966.67,85183.34
12566.67,87300,12566.67,87300
12199.44,86763.05,12199.44,86763.05
12199.44,86763.05,12199.44,86763.05
11783.33,86516.66,11783.33,86516.66
12199.44,86763.05,12199.44,86763.05
12516.67,87133.34,12516.67,87133.34
12789.44,86945,12789.44,86945
13183.33,85916.66,13183.33,85916.66
13350,86616.66,13350,86616.66
12116.67,84116.66,12116.67,84116.66
13400,83566.66,13400,83566.66
13400,83566.66,13400,83566.66
13400,83566.66,13400,83566.66
13033.33,86916.66,13033.33,86916.66
13316.67,86466.66,13316.67,86466.66
13316.67,86466.66,13316.67,86466.66
12543.06,86978.89,12543.06,86978.89
12083.33,86150,12083.33,86150
14616.67,84466.66,14616.67,84466.66
13450,86333.34,13450,86333.34
12883.33,87283.34,12883.33,87283.34
12400,84883.34,12400,84883.34
12400,84883.34,12400,84883.34
13783.33,86550,13783.33,86550
11733.33,86000,11733.33,86000
13483.33,84166.66,13483.33,84166.66
11900,86116.66,11900,86116.66
11900,86116.66,11900,86116.66
13083.33,86400,13083.33,86400
12833.33,85883.34,12833.33,85883.34
12833.33,86416.66,12833.33,86416.66
12350,83666.66,12350,83666.66
12916.67,86516.66,12916.67,86516.66
11216.67,85616.66,11216.67,85616.66
13050,84733.34,13050,84733.34
12133.33,85116.66,12133.33,85116.66
12783.33,85950,12783.33,85950
13000,85933.34,13000,85933.34
11950,86300,11950,86300
11666.67,85983.34,11666.67,85983.34
13366.67,85683.34,13366.67,85683.34
12800,85516.66,12800,85516.66
11666.67,85983.34,11666.67,85983.34
12116.67,85883.34,12116.67,85883.34
11500,85983.34,11500,85983.34
12366.67,87033.34,12366.67,87033.34
12450,87050,12450,87050
12816.67,84983.34,12816.67,84983.34
12783.33,85950,12783.33,85950
11950,86183.34,11950,86183.34
12383.33,86983.34,12383.33,86983.34
12800,85133.34,12800,85133.34
12800,85133.34,12800,85133.34
12800,85133.34,12800,85133.34
11950,86300,11950,86300
13483.33,86733.34,13483.33,86733.34
13483.33,86733.34,13483.33,86733.34
11116.67,85766.66,11116.67,85766.66
12316.67,85966.66,12316.67,85966.66
11783.33,86050,11783.33,86050
11950,86383.34,11950,86383.34
14216.67,83516.66,14216.67,83516.66
14216.67,83516.66,14216.67,83516.66
12883.33,86466.66,12883.33,86466.66
13733.33,86616.66,13733.33,86616.66
13733.33,86616.66,13733.33,86616.66
11666.67,85983.34,11666.67,85983.34
11950,85950,11950,85950
12816.67,84200,12816.67,84200
12016.67,86283.34,12016.67,86283.34
11900,86100,11900,86100
11900,86100,11900,86100
14466.67,83283.34,14466.67,83283.34
14466.67,83283.34,14466.67,83283.34
14450,83316.66,14450,83316.66
11433.33,85833.34,11433.33,85833.34
14950,83533.34,14950,83533.34
11800,86466.66,11800,86466.66
12566.67,84733.34,12566.67,84733.34
12916.67,85816.66,12916.67,85816.66
11083.33,85716.66,11083.33,85716.66
11933.33,86116.66,11933.33,86116.66
11466.67,85966.66,11466.67,85966.66
12267.5,86565.28,12267.5,86565.28
12116.67,86516.66,12116.67,86516.66
13000,86483.34,13000,86483.34
13766.67,86016.66,13766.67,86016.66
11983.33,84866.66,11983.33,84866.66
12250,84300,12250,84300
12250,84300,12250,84300
13650,86450,13650,86450
11616.67,85083.34,11616.67,85083.34
12850,87183.34,12850,87183.34
11783.33,86050,11783.33,86050
12066.67,86500,12066.67,86500
12405.56,86611.66,12405.56,86611.66
12405.56,86611.66,12405.56,86611.66
11783.33,85900,11783.33,85900
12966.67,85916.66,12966.67,85916.66
12633.33,85433.34,12633.33,85433.34
11916.67,86383.34,11916.67,86383.34
12751.39,86738.05,12751.39,86738.05
14116.67,83950,14116.67,83950
13600,86616.66,13600,86616.66
13600,86616.66,13600,86616.66
13600,86616.66,13600,86616.66
11700,85950,11700,85950
12239.17,86429.16,12239.17,86429.16
12800,85916.66,12800,85916.66
13000,86016.66,13000,86016.66
12800,85916.66,12800,85916.66
12166.67,85733.34,12166.67,85733.34
11783.33,86516.66,11783.33,86516.66
12566.67,83700,12566.67,83700
12566.67,83700,12566.67,83700
14100,83633.34,14100,83633.34
11866.67,84816.66,11866.67,84816.66
13233.33,85966.66,13233.33,85966.66
12600,85716.66,12600,85716.66
12150,85833.34,12150,85833.34
13250,84083.34,13250,84083.34
13250,84083.34,13250,84083.34
14016.67,83416.66,14016.67,83416.66
14383.33,83883.34,14383.33,83883.34
12766.67,86766.66,12766.67,86766.66
12661.67,86437.22,12661.67,86437.22
11550,85900,11550,85900
12850,86533.34,12850,86533.34
11866.67,84516.66,11866.67,84516.66
11883.33,86266.66,11883.33,86266.66
12666.67,87083.34,12666.67,87083.34
13816.67,86183.34,13816.67,86183.34
13450,86700,13450,86700
13783.33,86550,13783.33,86550
12916.67,86516.66,12916.67,86516.66
12350,83666.66,12350,83666.66
12333.33,86050,12333.33,86050
11800,86466.66,11800,86466.66
11800,86466.66,11800,86466.66
12466.67,85433.34,12466.67,85433.34
11833.33,86300,11833.33,86300
13466.67,86466.66,13466.67,86466.66
11833.33,86300,11833.33,86300
12000,86216.66,12000,86216.66
12192.78,86369.16,12192.78,86369.16
11800,86366.66,11800,86366.66
12066.67,86100,12066.67,86100
13066.67,86133.34,13066.67,86133.34
12200,83833.34,12200,83833.34
13333.33,86050,13333.33,86050
12216.67,85416.66,12216.67,85416.66
12950,85933.34,12950,85933.34
14966.67,83533.34,14966.67,83533.34
12900,83600,12900,83600
13833.33,86200,13833.33,86200
12751.39,86738.05,12751.39,86738.05
13483.33,84083.34,13483.33,84083.34
13483.33,84083.34,13483.33,84083.34
13166.67,86616.66,13166.67,86616.66
14466.67,83266.66,14466.67,83266.66
14466.67,83266.66,14466.67,83266.66
14466.67,83266.66,14466.67,83266.66
13616.67,86050,13616.67,86050
11866.67,84816.66,11866.67,84816.66
11866.67,84816.66,11866.67,84816.66
13666.67,83700,13666.67,83700
13666.67,83700,13666.67,83700
14050,83483.34,14050,83483.34
13300,85850,13300,85850
13483.33,85916.66,13483.33,85916.66
12050,86266.66,12050,86266.66
14550,84116.66,14550,84116.66
12969.44,86236.66,12969.44,86236.66
11733.33,86333.34,11733.33,86333.34
12627.78,86702.5,12627.78,86702.5
13633.33,86133.34,13633.33,86133.34
13366.67,86083.34,13366.67,86083.34
13833.33,86133.34,13833.33,86133.34
12300,86183.34,12300,86183.34
13100,86616.66,13100,86616.66
11466.67,86133.34,11466.67,86133.34
13350,86616.66,13350,86616.66
13200,86233.34,13200,86233.34
12600,86233.34,12600,86233.34
12566.67,86033.34,12566.67,86033.34
13000,86766.66,13000,86766.66
11966.67,86416.66,11966.67,86416.66
11516.67,85583.34,11516.67,85583.34
11716.67,85866.66,11716.67,85866.66
11433.33,85850,11433.33,85850
12350,83666.66,12350,83666.66
12350,83666.66,12350,83666.66
12016.67,86283.34,12016.67,86283.34
13083.33,86033.34,13083.33,86033.34
12983.33,86966.66,12983.33,86966.66
12467.78,86001.11,12467.78,86001.11
12983.33,86966.66,12983.33,86966.66
12467.78,86001.11,12467.78,86001.11
12833.33,86466.66,12833.33,86466.66
12550,85666.66,12550,85666.66
12150,86166.66,12150,86166.66
12033.33,86350,12033.33,86350
11733.33,86066.66,11733.33,86066.66
11800,86166.66,11800,86166.66
12683.33,85533.34,12683.33,85533.34
12446.11,86040,12446.11,86040
12466.67,85433.34,12466.67,85433.34
11883.33,86250,11883.33,86250
11666.67,85983.34,11666.67,85983.34
12950,86900,12950,86900
12000,86300,12000,86300
12550,86816.66,12550,86816.66
11483.33,85516.66,11483.33,85516.66
11966.67,86316.66,11966.67,86316.66
12350,86783.34,12350,86783.34
12669.17,86091.11,12669.17,86091.11
12669.17,86091.11,12669.17,86091.11
12533.33,86716.66,12533.33,86716.66
13883.33,84400,13883.33,84400
12283.33,86750,12283.33,86750
12316.67,85716.66,12316.67,85716.66
12916.67,85816.66,12916.67,85816.66
12233.33,85983.34,12233.33,85983.34
13450,86333.34,13450,86333.34
12783.33,85950,12783.33,85950
13083.33,86400,13083.33,86400
11766.67,86200,11766.67,86200
12200,85666.66,12200,85666.66
12350,86700,12350,86700
12350,86700,12350,86700
11816.67,86133.34,11816.67,86133.34
12340,86675.28,12340,86675.28
12340,86675.28,12340,86675.28
12340,86675.28,12340,86675.28
11816.67,86133.34,11816.67,86133.34
12566.67,86600,12566.67,86600
11783.33,86050,11783.33,86050
11916.67,86383.34,11916.67,86383.34
11916.67,86383.34,11916.67,86383.34
12633.33,87083.34,12633.33,87083.34
11866.67,86233.34,11866.67,86233.34
14016.67,83416.66,14016.67,83416.66
14016.67,83416.66,14016.67,83416.66
11866.67,84816.66,11866.67,84816.66
14016.67,83416.66,14016.67,83416.66
13733.33,84783.34,13733.33,84783.34
13733.33,84783.34,13733.33,84783.34
13733.33,84783.34,13733.33,84783.34
12216.67,85166.66,12216.67,85166.66
12933.33,85833.34,12933.33,85833.34
12966.67,86666.66,12966.67,86666.66
13050,86300,13050,86300
12550,87150,12550,87150
12748.89,86302.5,12748.89,86302.5
12016.67,86266.66,12016.67,86266.66
14750,84083.34,14750,84083.34
12350,83666.66,12350,83666.66
13050,86300,13050,86300
12833.33,85766.66,12833.33,85766.66
12683.33,87333.34,12683.33,87333.34
13150,86183.34,13150,86183.34
11800,86033.34,11800,86033.34
12633.33,87150,12633.33,87150
13066.67,85916.66,13066.67,85916.66
12033.33,86266.66,12033.33,86266.66
11883.33,86000,11883.33,86000
12283.33,85016.66,12283.33,85016.66
14666.67,84400,14666.67,84400
12700,86883.34,12700,86883.34
11766.67,85883.34,11766.67,85883.34
12816.67,85750,12816.67,85750
12748.89,86302.5,12748.89,86302.5
13116.67,84183.34,13116.67,84183.34
12700,86150,12700,86150
12900,86116.66,12900,86116.66
12566.67,87066.66,12566.67,87066.66
11850,85983.34,11850,85983.34
11933.33,86183.34,11933.33,86183.34
11233.33,85750,11233.33,85750
13100,85916.66,13100,85916.66
11916.67,86516.66,11916.67,86516.66
11850,85950,11850,85950
12866.67,85816.66,12866.67,85816.66
11783.33,86050,11783.33,86050
11683.33,86383.34,11683.33,86383.34
11933.33,86183.34,11933.33,86183.34
11916.67,86283.34,11916.67,86283.34
11800,86033.34,11800,86033.34
12900,83533.34,12900,83533.34
12900,83533.34,12900,83533.34
11850,85983.34,11850,85983.34
13700,83700,13700,83700
12250,83750,12250,83750
12250,83750,12250,83750
13700,83700,13700,83700
13400,84900,13400,84900
13466.67,84783.34,13466.67,84783.34
13700,83700,13700,83700
13700,83700,13700,83700
14216.67,83516.66,14216.67,83516.66
14166.67,83316.66,14166.67,83316.66
14700,84750,14700,84750
13966.67,83633.34,13966.67,83633.34
14566.67,84433.34,14566.67,84433.34
14766.67,83850,14766.67,83850
13466.67,84166.66,13466.67,84166.66
14900,83600,14900,83600
14883.33,83700,14883.33,83700
14733.33,84016.66,14733.33,84016.66
14733.33,84016.66,14733.33,84016.66
14650,84600,14650,84600
13166.67,84133.34,13166.67,84133.34
14466.67,83283.34,14466.67,83283.34
13200,84083.34,13200,84083.34
12216.67,84750,12216.67,84750
14483.33,83983.34,14483.33,83983.34
14083.33,83416.66,14083.33,83416.66
14083.33,83416.66,14083.33,83416.66
12150,83966.66,12150,83966.66
12400,83733.34,12400,83733.34
12400,83733.34,12400,83733.34
13650,86183.34,13650,86183.34
12866.67,85983.34,12866.67,85983.34
13350,86266.66,13350,86266.66
12566.67,85850,12566.67,85850
13350,86266.66,13350,86266.66
13066.67,85650,13066.67,85650
12733.33,87433.34,12733.33,87433.34
12866.67,86200,12866.67,86200
12727.22,86380.84,12727.22,86380.84
12727.22,86380.84,12727.22,86380.84
12783.33,85700,12783.33,85700
13650,86183.34,13650,86183.34
12250,85466.66,12250,85466.66
13316.67,84433.34,13316.67,84433.34
13800,83750,13800,83750
12933.33,83533.34,12933.33,83533.34
12933.33,83533.34,12933.33,83533.34
11983.33,86283.34,11983.33,86283.34
12066.67,86500,12066.67,86500
12533.33,87050,12533.33,87050
12700,87233.34,12700,87233.34
12450,87050,12450,87050
11716.67,86050,11716.67,86050
12250,86083.34,12250,86083.34
11733.33,86083.34,11733.33,86083.34
13550,83533.34,13550,83533.34
14733.33,83966.66,14733.33,83966.66
14800,83733.34,14800,83733.34
13550,83533.34,13550,83533.34
14450,83316.66,14450,83316.66
13700,84850,13700,84850
13466.67,83550,13466.67,83550
13450,84266.66,13450,84266.66
13466.67,83550,13466.67,83550
13450,84266.66,13450,84266.66
12933.33,83533.34,12933.33,83533.34
13650,84833.34,13650,84833.34
12583.33,83750,12583.33,83750
13883.33,83466.66,13883.33,83466.66
13883.33,83466.66,13883.33,83466.66
12933.33,86616.66,12933.33,86616.66
12816.67,87416.66,12816.67,87416.66
12400,86816.66,12400,86816.66
11983.33,85433.34,11983.33,85433.34
12800,87400,12800,87400
11150,85350,11150,85350
11233.33,85750,11233.33,85750
11100,85216.66,11100,85216.66
11816.67,86400,11816.67,86400
11816.67,86183.34,11816.67,86183.34
11816.67,86183.34,11816.67,86183.34
11416.67,86033.34,11416.67,86033.34
11416.67,86033.34,11416.67,86033.34
12633.33,86250,12633.33,86250
11816.67,86183.34,11816.67,86183.34
13616.67,85833.34,13616.67,85833.34
14066.67,85300,14066.67,85300
13416.67,86116.66,13416.67,86116.66
13616.67,85833.34,13616.67,85833.34
13300,86266.66,13300,86266.66
13000,84916.66,13000,84916.66
13416.67,86550,13416.67,86550
13416.67,86550,13416.67,86550
12750,86566.66,12750,86566.66
11850,86016.66,11850,86016.66
13150,86183.34,13150,86183.34
13516.67,85950,13516.67,85950
13416.67,86116.66,13416.67,86116.66
13416.67,86116.66,13416.67,86116.66
12733.33,86883.34,12733.33,86883.34
10916.67,83700,10916.67,83700
12283.33,85083.34,12283.33,85083.34
12100,84033.34,12100,84033.34
13183.33,86566.66,13183.33,86566.66
12900,83533.34,12900,83533.34
14450,83283.34,14450,83283.34
11516.67,83783.34,11516.67,83783.34
12933.33,85866.66,12933.33,85866.66
12933.33,85866.66,12933.33,85866.66
11850,86350,11850,86350
13066.67,85916.66,13066.67,85916.66
13066.67,85916.66,13066.67,85916.66
12283.33,85016.66,12283.33,85016.66
11383.33,85950,11383.33,85950
14666.67,84650,14666.67,84650
11500,85700,11500,85700
11883.33,86250,11883.33,86250
13050,86283.34,13050,86283.34
13050,86283.34,13050,86283.34
13233.33,85883.34,13233.33,85883.34
12700,87200,12700,87200
12933.33,83533.34,12933.33,83533.34
12283.33,85116.66,12283.33,85116.66
11200,85800,11200,85800
11200,85800,11200,85800
12350,83666.66,12350,83666.66
11700,86233.34,11700,86233.34
13833.33,86050,13833.33,86050
13616.67,86050,13616.67,86050
13583.33,86433.34,13583.33,86433.34
13550,85783.34,13550,85783.34
13516.67,86533.34,13516.67,86533.34
13200,86800,13200,86800
12566.67,87300,12566.67,87300
11883.33,86583.34,11883.33,86583.34
12150,86116.66,12150,86116.66
11700,85900,11700,85900
12666.67,87166.66,12666.67,87166.66
11733.33,86083.34,11733.33,86083.34
12627.78,86702.5,12627.78,86702.5
13066.67,85750,13066.67,85750
13316.67,86250,13316.67,86250
12483.33,85566.66,12483.33,85566.66
13450,86483.34,13450,86483.34
12054.17,86705.28,12054.17,86705.28
12016.67,86316.66,12016.67,86316.66
11133.33,85333.34,11133.33,85333.34
12566.67,86600,12566.67,86600
12566.67,86366.66,12566.67,86366.66
12266.67,86783.34,12266.67,86783.34
13016.67,85983.34,13016.67,85983.34
12900,87633.34,12900,87633.34
12516.67,86950,12516.67,86950
12500,86083.34,12500,86083.34
12199.44,86763.05,12199.44,86763.05
12083.33,86366.66,12083.33,86366.66
13866.67,86016.66,13866.67,86016.66
12886.94,86538.05,12886.94,86538.05
13066.67,85650,13066.67,85650
12716.67,87333.34,12716.67,87333.34
12983.33,85216.66,12983.33,85216.66
12983.33,85216.66,12983.33,85216.66
11866.67,86416.66,11866.67,86416.66
12916.67,86533.34,12916.67,86533.34
11183.33,85466.66,11183.33,85466.66
13050,87583.34,13050,87583.34
12483.33,86150,12483.33,86150
11833.33,86166.66,11833.33,86166.66
11466.67,85866.66,11466.67,85866.66
13233.33,86283.34,13233.33,86283.34
12816.67,86316.66,12816.67,86316.66
12333.33,85516.66,12333.33,85516.66
12600,87133.34,12600,87133.34
12166.67,84316.66,12166.67,84316.66
11950,86266.66,11950,86266.66
12533.33,87166.66,12533.33,87166.66
12700,86816.66,12700,86816.66
12789.44,86945,12789.44,86945
12566.67,86716.66,12566.67,86716.66
13316.67,86466.66,13316.67,86466.66
12633.33,87150,12633.33,87150
12083.33,86150,12083.33,86150
12450,87050,12450,87050
13066.67,86450,13066.67,86450
11733.33,86000,11733.33,86000
12833.33,86416.66,12833.33,86416.66
11983.33,86050,11983.33,86050
11433.33,84933.34,11433.33,84933.34
12900,86566.66,12900,86566.66
12116.67,85883.34,12116.67,85883.34
12133.33,86116.66,12133.33,86116.66
12033.33,86250,12033.33,86250
12166.67,86100,12166.67,86100
11866.67,86100,11866.67,86100
11116.67,85766.66,11116.67,85766.66
12616.67,86683.34,12616.67,86683.34
12766.67,86350,12766.67,86350
12883.33,86466.66,12883.33,86466.66
12800,86966.66,12800,86966.66
12992.78,86030.28,12992.78,86030.28
12916.67,85816.66,12916.67,85816.66
12616.67,86233.34,12616.67,86233.34
11683.33,86216.66,11683.33,86216.66
11083.33,85716.66,11083.33,85716.66
11616.67,85083.34,11616.67,85083.34
13083.33,86450,13083.33,86450
11733.33,85916.66,11733.33,85916.66
13216.67,86050,13216.67,86050
13366.67,86650,13366.67,86650
11483.33,85833.34,11483.33,85833.34
13516.67,86333.34,13516.67,86333.34
13366.67,86516.66,13366.67,86516.66
12751.39,86738.05,12751.39,86738.05
11450,86083.34,11450,86083.34
11350,85733.34,11350,85733.34
12566.67,86316.66,12566.67,86316.66
13233.33,86700,13233.33,86700
13083.33,86550,13083.33,86550
13516.67,86400,13516.67,86400
12866.67,86200,12866.67,86200
12250,85466.66,12250,85466.66
11333.33,85850,11333.33,85850
13716.67,86133.34,13716.67,86133.34
12816.67,85850,12816.67,85850
12533.33,86816.66,12533.33,86816.66
12727.22,86380.84,12727.22,86380.84
13033.33,86000,13033.33,86000
12900,86283.34,12900,86283.34
11883.33,86350,11883.33,86350
12633.33,86250,12633.33,86250
12100,86666.66,12100,86666.66
12750,86566.66,12750,86566.66
11866.67,86333.34,11866.67,86333.34
11850,86016.66,11850,86016.66
12733.33,85700,12733.33,85700
11883.33,86350,11883.33,86350
11383.33,86033.34,11383.33,86033.34
13366.67,86200,13366.67,86200
11883.33,86000,11883.33,86000
13450,86716.66,13450,86716.66
13050,86283.34,13050,86283.34
12000,84666.66,12000,84666.66
12283.33,85116.66,12283.33,85116.66
12283.33,85116.66,12283.33,85116.66
12300,86050,12300,86050
11950,86250,11950,86250
11866.67,86133.34,11866.67,86133.34
13733.33,86700,13733.33,86700
11800,86033.34,11800,86033.34
11950,86216.66,11950,86216.66
11966.67,86316.66,11966.67,86316.66
12816.67,87416.66,12816.67,87416.66
12083.33,85900,12083.33,85900
11983.33,86316.66,11983.33,86316.66
12650,85300,12650,85300
12650,85300,12650,85300
12366.67,86883.34,12366.67,86883.34
11016.67,84400,11016.67,84400
11016.67,84400,11016.67,84400
12716.67,86300,12716.67,86300
11983.33,86516.66,11983.33,86516.66
11883.33,86250,11883.33,86250
11833.33,86333.34,11833.33,86333.34
12266.67,85933.34,12266.67,85933.34
13266.67,85516.66,13266.67,85516.66
12466.67,87116.66,12466.67,87116.66
12116.67,84116.66,12116.67,84116.66
11500,86166.66,11500,86166.66
13683.33,86316.66,13683.33,86316.66
12333.33,86783.34,12333.33,86783.34
12333.33,86783.34,12333.33,86783.34
13266.67,86666.66,13266.67,86666.66
11633.33,85950,11633.33,85950
11683.33,84700,11683.33,84700
13283.33,86333.34,13283.33,86333.34
11783.33,85966.66,11783.33,85966.66
11883.33,85366.66,11883.33,85366.66
13416.67,84250,13416.67,84250
11850,86350,11850,86350
11833.33,86183.34,11833.33,86183.34
13416.67,86400,13416.67,86400
13050,84733.34,13050,84733.34
11850,86233.34,11850,86233.34
12200,86383.34,12200,86383.34
10766.67,83766.66,10766.67,83766.66
12950,86900,12950,86900
12950,86900,12950,86900
13416.67,86400,13416.67,86400
13133.33,85933.34,13133.33,85933.34
12730.56,86125,12730.56,86125
13066.67,86766.66,13066.67,86766.66
13066.67,86766.66,13066.67,86766.66
13683.33,84950,13683.33,84950
14400,83216.66,14400,83216.66
14483.33,83916.66,14483.33,83916.66
14483.33,83916.66,14483.33,83916.66
13183.33,85916.66,13183.33,85916.66
13183.33,85916.66,13183.33,85916.66
12550,84900,12550,84900
13283.33,86650,13283.33,86650
13000,85850,13000,85850
12683.33,85716.66,12683.33,85716.66
