X1,Y1,X2,Y2
25545.83,51387.5,25538.89,51408.33
25549.72,51431.95,25545.83,51387.5
25550,51433.33,25549.72,51431.95
25560.28,51158.61,25510.55,51242.22
25566.95,51484.72,25550,51433.33
25567.5,50958.89,25444.45,50958.33
25567.5,50958.89,25533.33,50977.22
25574.72,51486.39,25566.95,51484.72
25585.55,51151.39,25560.28,51158.61
25609.45,51092.22,25585.55,51151.39
25610.28,51475.28,25574.72,51486.39
25622.5,51454.45,25610.28,51475.28
25645.83,51450,25622.5,51454.45
25650,51372.22,25497.5,51485.28
25686.39,51468.89,25645.83,51450
25686.39,51468.89,25683.89,51505.83
25696.11,51260.83,25650,51372.22
25696.11,51260.83,25666.95,51174.45
25708.33,51591.67,25700.83,51584.72
25717.5,51057.78,25609.45,51092.22
25717.5,51057.78,25716.67,51050
25723.05,51004.17,25716.67,51050
25734.72,51547.5,25683.89,51505.83
25734.72,51547.5,25700.83,51584.72
25751.95,50920.83,25214.17,50807.22
25758.33,51395.83,25751.11,51449.17
25765.28,51019.72,25723.05,51004.17
25772.22,51483.33,25708.33,51591.67
25775.83,51023.05,25765.28,51019.72
25779.17,51449.72,25751.11,51449.17
25779.17,51449.72,25772.22,51483.33
25793.33,51409.45,25758.33,51395.83
25808.33,51060.55,25775.83,51023.05
25823.61,51152.5,25816.67,51133.33
25826.67,51043.89,25808.33,51060.55
25829.72,51245.28,25823.61,51152.5
25833.33,51072.22,25816.67,51133.33
25850,51033.33,25826.67,51043.89
25856.67,51083.33,25833.33,51072.22
25857.5,51441.39,25793.33,51409.45
25857.5,51441.39,25839.17,51465.28
25866.67,51066.67,25850,51033.33
25866.67,51066.67,25856.67,51083.33
25867.78,51205.55,25847.78,51205.83
25871.95,51354.72,25857.5,51298.89
25872.5,51258.33,25857.5,51298.89
25880.83,51221.39,25867.78,51205.55
25880.83,51221.39,25872.5,51258.33
25883.05,51185.28,25847.78,51205.83
25888.05,51386.39,25839.17,51465.28
25888.05,51386.39,25871.95,51354.72
25900,51000,25751.95,50920.83
25904.17,51201.67,25829.72,51245.28
25904.17,51201.67,25883.05,51185.28
25937.5,51313.33,25928.33,51337.5
25950,51066.67,25900,51000
25951.67,51349.72,25928.33,51337.5
25957.78,51075.28,25950,51066.67
25958.33,51099.45,25666.95,51174.45
25966.67,51283.33,25937.5,51313.33
25983.33,51400,25944.72,51456.39
25983.33,51400,25951.67,51349.72
26000.28,51294.45,25966.67,51283.33
26000.28,51294.45,25983.61,51328.05
26008.61,51083.61,25957.78,51075.28
26016.67,51333.33,25983.61,51328.05
26021.67,51366.95,25944.72,51456.39
26033.33,51116.67,26008.61,51083.61
26033.61,51163.89,26033.33,51166.67
26033.61,51200.28,26033.33,51166.67
26048.89,51056.95,25958.33,51099.45
26050.28,51297.5,26050,51250
26050.55,51135.83,26033.33,51116.67
26050.55,51135.83,26033.61,51163.89
26055,51316.11,26016.67,51333.33
26055,51316.11,26050.28,51297.5
26067.22,51258.61,26050,51250
26074.72,51083.61,26048.89,51056.95
26077.22,51222.22,26033.61,51200.28
26077.22,51222.22,26067.22,51258.61
26078.05,51361.67,26021.67,51366.95
26083.61,51147.22,26076.67,51166.95
26099.72,51161.11,26076.67,51166.95
26116.67,51216.67,26108.05,51244.72
26123.61,51169.17,26083.61,51147.22
26123.61,51222.78,26116.67,51216.67
26133.33,51216.67,26123.61,51169.17
26133.33,51216.67,26123.61,51222.78
26133.33,51300,26078.05,51361.67
26133.33,51300,26108.05,51244.72
26150.28,51108.05,26074.72,51083.61
26150.28,51108.05,26099.72,51161.11
